subID,Outcome,itemL,itemR,value,compar,D_vas1,D_vas2,D_vas3
404,1,8,26,3,2,-1.718879127,2.401922307,2.617017479
404,1,6,14,2,3,0,0,0
404,1,18,9,3,3,0,0,0
404,0,23,13,2,1,1.718879127,0,0
404,0,16,25,3,1,-1.718879127,0,0
404,0,1,12,1,3,0,-1.200961154,1.30850874
404,1,21,12,1,1,1.718879127,2.401922307,-1.30850874
404,1,27,17,3,1,NaN,NaN,1.30850874
404,0,8,16,3,3,0,1.200961154,1.30850874
404,0,9,25,3,2,0,1.200961154,1.30850874
404,0,3,10,1,3,-1.718879127,2.401922307,1.30850874
404,1,26,17,3,1,NaN,0,1.30850874
404,1,2,19,1,2,1.718879127,1.200961154,2.617017479
404,1,17,7,3,3,NaN,0,1.30850874
404,1,19,11,1,1,1.718879127,NaN,2.617017479
404,0,12,20,1,1,0,2.401922307,1.30850874
404,1,8,17,3,3,NaN,2.401922307,1.30850874
404,1,24,15,2,1,-1.718879127,0,0
404,1,6,13,2,3,0,1.200961154,1.30850874
404,1,14,4,2,3,-1.718879127,-1.200961154,0
404,1,6,15,2,3,1.718879127,0,1.30850874
404,1,13,5,2,3,-1.718879127,1.200961154,1.30850874
404,0,7,18,3,3,0,-2.401922307,0
404,0,8,25,3,2,-1.718879127,1.200961154,1.30850874
404,1,18,8,3,3,-1.718879127,0,0
404,0,9,16,3,3,1.718879127,1.200961154,1.30850874
404,0,3,11,1,3,-1.718879127,NaN,-1.30850874
404,1,3,19,1,2,0,2.401922307,1.30850874
404,1,4,13,2,3,-1.718879127,0,1.30850874
404,1,22,6,2,2,0,1.200961154,1.30850874
404,1,23,5,2,2,0,1.200961154,1.30850874
404,0,27,16,3,1,0,NaN,1.30850874
404,0,2,10,1,3,0,1.200961154,2.617017479
404,0,21,1,1,2,1.718879127,1.200961154,0
404,0,1,19,1,2,0,1.200961154,2.617017479
404,1,15,4,2,3,0,-1.200961154,1.30850874
404,0,13,24,2,1,0,-1.200961154,0
404,0,11,1,1,3,-1.718879127,NaN,0
404,1,22,14,2,1,0,1.200961154,1.30850874
404,1,22,4,2,2,-1.718879127,0,1.30850874
404,1,15,22,2,1,-1.718879127,1.200961154,0
404,0,7,16,3,3,1.718879127,-1.200961154,1.30850874
404,1,7,26,3,2,0,0,2.617017479
404,1,27,18,3,1,1.718879127,NaN,2.617017479
404,0,7,16,3,3,1.718879127,-1.200961154,1.30850874
404,0,20,11,1,1,1.718879127,NaN,2.617017479
404,0,3,11,1,3,-1.718879127,NaN,-1.30850874
404,1,24,5,2,2,-1.718879127,0,1.30850874
404,1,12,21,1,1,1.718879127,2.401922307,-1.30850874
404,1,22,4,2,2,-1.718879127,0,1.30850874
404,1,27,17,3,1,NaN,NaN,1.30850874
404,1,12,19,1,1,0,2.401922307,1.30850874
404,1,27,8,3,2,0,NaN,2.617017479
404,1,3,19,1,2,0,2.401922307,1.30850874
404,1,4,15,2,3,0,-1.200961154,1.30850874
404,0,25,18,3,1,0,1.200961154,1.30850874
404,0,8,16,3,3,0,1.200961154,1.30850874
404,0,2,11,1,3,0,NaN,0
404,1,12,20,1,1,0,2.401922307,1.30850874
404,0,10,20,1,1,1.718879127,0,0
404,1,2,20,1,2,1.718879127,1.200961154,2.617017479
404,1,5,15,2,3,0,0,1.30850874
404,0,9,27,3,2,1.718879127,NaN,2.617017479
404,0,21,1,1,2,1.718879127,1.200961154,0
404,1,2,19,1,2,1.718879127,1.200961154,2.617017479
404,0,7,27,3,2,1.718879127,NaN,2.617017479
404,1,23,4,2,2,0,0,1.30850874
404,0,25,8,3,2,-1.718879127,1.200961154,1.30850874
404,0,9,18,3,3,0,0,0
404,0,15,24,2,1,-1.718879127,0,0
404,1,13,4,2,3,-1.718879127,0,1.30850874
404,0,22,13,2,1,0,0,0
404,1,21,2,1,2,3.437758255,1.200961154,0
404,1,25,16,3,1,-1.718879127,0,0
404,0,13,24,2,1,0,-1.200961154,0
404,0,10,1,1,3,-1.718879127,1.200961154,2.617017479
404,0,9,25,3,2,0,1.200961154,1.30850874
404,1,18,26,3,1,0,2.401922307,2.617017479
404,0,12,1,1,3,0,-1.200961154,1.30850874
404,1,16,26,3,1,-1.718879127,1.200961154,1.30850874
404,0,3,20,1,2,0,2.401922307,1.30850874
404,1,26,9,3,2,0,2.401922307,2.617017479
404,0,7,17,3,3,NaN,0,1.30850874
404,1,13,5,2,3,-1.718879127,1.200961154,1.30850874
404,0,21,11,1,1,3.437758255,NaN,0
404,1,6,24,2,2,0,0,1.30850874
404,0,22,15,2,1,-1.718879127,1.200961154,0
404,0,6,23,2,2,1.718879127,1.200961154,1.30850874
404,1,15,6,2,3,1.718879127,0,1.30850874
404,0,3,21,1,2,1.718879127,2.401922307,-1.30850874
404,0,8,18,3,3,-1.718879127,0,0
404,0,3,10,1,3,-1.718879127,2.401922307,1.30850874
404,1,26,8,3,2,-1.718879127,2.401922307,2.617017479
404,0,16,27,3,1,0,NaN,1.30850874
404,1,11,1,1,3,-1.718879127,NaN,0
404,1,17,25,3,1,NaN,-1.200961154,0
404,0,17,8,3,3,NaN,2.401922307,1.30850874
404,0,1,19,1,2,0,1.200961154,2.617017479
404,1,18,7,3,3,0,-2.401922307,0
404,0,15,23,2,1,0,1.200961154,0
404,0,3,12,1,3,0,0,0
404,1,6,13,2,3,0,1.200961154,1.30850874
404,1,22,6,2,2,0,1.200961154,1.30850874
404,1,21,10,1,1,3.437758255,0,-2.617017479
404,1,1,20,1,2,0,1.200961154,2.617017479
404,1,24,14,2,1,0,0,1.30850874
404,1,19,11,1,1,1.718879127,NaN,2.617017479
404,1,5,22,2,2,-1.718879127,1.200961154,1.30850874
404,0,23,13,2,1,1.718879127,0,0
404,0,23,14,2,1,1.718879127,1.200961154,1.30850874
404,0,17,9,3,3,NaN,2.401922307,1.30850874
404,1,4,14,2,3,-1.718879127,-1.200961154,0
404,1,14,6,2,3,0,0,0
404,1,23,5,2,2,0,1.200961154,1.30850874
404,1,5,14,2,3,-1.718879127,0,0
404,1,4,24,2,2,-1.718879127,-1.200961154,1.30850874
404,1,10,19,1,1,1.718879127,0,0
404,0,7,25,3,2,0,-1.200961154,1.30850874
404,1,9,16,3,3,1.718879127,1.200961154,1.30850874
404,0,26,7,3,2,0,0,2.617017479
404,0,2,12,1,3,1.718879127,-1.200961154,1.30850874
404,1,26,17,3,1,NaN,0,1.30850874
404,0,2,10,1,3,0,1.200961154,2.617017479
404,1,22,14,2,1,0,1.200961154,1.30850874
405,1,7,27,3,2,1.244033379,1.16368667,2.509175985
405,1,27,18,3,1,0,3.491060011,2.509175985
405,0,8,18,3,3,2.488066758,-1.16368667,0
405,0,10,3,1,3,0,1.16368667,-1.254587993
405,1,3,11,1,3,1.244033379,1.16368667,1.254587993
405,1,15,22,2,1,0,1.16368667,1.254587993
405,1,14,4,2,3,-1.244033379,0,-1.254587993
405,1,12,2,1,3,0,2.327373341,-1.254587993
405,0,1,20,1,2,-1.244033379,2.327373341,-1.254587993
405,1,21,2,1,2,0,2.327373341,1.254587993
405,1,27,17,3,1,1.244033379,1.16368667,1.254587993
405,1,12,21,1,1,0,0,2.509175985
405,1,23,4,2,2,0,1.16368667,-1.254587993
405,0,19,11,1,1,-2.488066758,NaN,0
405,1,22,4,2,2,0,1.16368667,0
405,1,26,7,3,2,0,-1.16368667,1.254587993
405,1,19,1,1,2,-2.488066758,NaN,0
405,1,18,25,3,1,0,3.491060011,2.509175985
405,1,22,5,2,2,0,1.16368667,1.254587993
405,1,6,22,2,2,0,0,1.254587993
405,0,5,14,2,3,-1.244033379,0,0
405,1,23,14,2,1,1.244033379,1.16368667,0
405,0,10,2,1,3,0,2.327373341,-2.509175985
405,0,3,12,1,3,0,1.16368667,0
405,1,23,6,2,2,0,0,0
405,1,8,16,3,3,0,1.16368667,0
405,0,1,21,1,2,-1.244033379,2.327373341,1.254587993
405,1,27,8,3,2,2.488066758,2.327373341,2.509175985
405,1,20,2,1,2,0,2.327373341,-1.254587993
405,1,3,19,1,2,-1.244033379,NaN,1.254587993
405,1,1,12,1,3,-1.244033379,2.327373341,-1.254587993
405,0,15,5,2,3,0,0,0
405,0,13,5,2,3,0,0,0
405,1,24,15,2,1,NaN,2.327373341,2.509175985
405,1,13,6,2,3,0,-1.16368667,0
405,1,5,23,2,2,0,1.16368667,0
405,1,14,24,2,1,NaN,2.327373341,2.509175985
405,1,11,2,1,3,1.244033379,2.327373341,0
405,0,17,7,3,3,0,0,1.254587993
405,1,27,9,3,2,1.244033379,2.327373341,1.254587993
405,1,3,20,1,2,0,1.16368667,0
405,1,9,16,3,3,-1.244033379,1.16368667,-1.254587993
405,1,19,2,1,2,-1.244033379,NaN,0
405,0,10,1,1,3,-1.244033379,2.327373341,-2.509175985
405,1,9,25,3,2,1.244033379,2.327373341,1.254587993
405,1,12,20,1,1,0,0,0
405,1,6,14,2,3,-1.244033379,-1.16368667,0
405,1,13,22,2,1,0,1.16368667,1.254587993
405,0,11,21,1,1,-1.244033379,0,1.254587993
405,1,12,19,1,1,-1.244033379,NaN,1.254587993
405,1,6,15,2,3,0,-1.16368667,0
405,1,24,13,2,1,NaN,2.327373341,2.509175985
405,0,17,25,3,1,1.244033379,1.16368667,1.254587993
405,1,7,25,3,2,1.244033379,1.16368667,2.509175985
405,0,27,16,3,1,2.488066758,1.16368667,2.509175985
405,1,10,21,1,1,0,0,3.763763978
405,1,4,24,2,2,NaN,2.327373341,1.254587993
405,1,17,9,3,3,0,1.16368667,0
405,0,24,6,2,2,NaN,1.16368667,2.509175985
405,1,4,15,2,3,0,0,-1.254587993
405,1,11,20,1,1,-1.244033379,0,-1.254587993
405,1,1,11,1,3,0,2.327373341,0
405,0,9,18,3,3,1.244033379,-1.16368667,-1.254587993
405,0,3,21,1,2,0,1.16368667,2.509175985
405,0,16,25,3,1,2.488066758,1.16368667,2.509175985
405,1,18,7,3,3,1.244033379,-2.327373341,0
405,1,23,13,2,1,0,1.16368667,0
405,0,5,24,2,2,NaN,2.327373341,2.509175985
405,0,25,8,3,2,2.488066758,2.327373341,2.509175985
405,1,16,7,3,3,-1.244033379,0,0
405,0,26,17,3,1,0,-1.16368667,0
405,1,19,10,1,1,-1.244033379,NaN,2.509175985
405,1,9,26,3,2,0,0,0
405,1,10,20,1,1,0,0,1.254587993
405,1,22,14,2,1,1.244033379,1.16368667,1.254587993
405,0,23,15,2,1,0,1.16368667,0
405,1,13,4,2,3,0,0,-1.254587993
405,1,8,17,3,3,1.244033379,1.16368667,1.254587993
405,1,26,18,3,1,-1.244033379,1.16368667,1.254587993
405,0,16,26,3,1,1.244033379,-1.16368667,1.254587993
405,0,26,8,3,2,1.244033379,0,1.254587993
405,1,12,20,1,1,0,0,0
405,0,14,6,2,3,-1.244033379,-1.16368667,0
405,0,25,16,3,1,2.488066758,1.16368667,2.509175985
405,1,4,13,2,3,0,0,-1.254587993
405,0,27,16,3,1,2.488066758,1.16368667,2.509175985
405,1,9,27,3,2,1.244033379,2.327373341,1.254587993
405,0,5,14,2,3,-1.244033379,0,0
405,1,3,20,1,2,0,1.16368667,0
405,1,4,23,2,2,0,1.16368667,-1.254587993
405,1,4,22,2,2,0,1.16368667,0
405,0,24,15,2,1,NaN,2.327373341,2.509175985
405,1,14,24,2,1,NaN,2.327373341,2.509175985
405,0,11,21,1,1,-1.244033379,0,1.254587993
405,1,22,6,2,2,0,0,1.254587993
405,1,13,6,2,3,0,-1.16368667,0
405,1,14,22,2,1,1.244033379,1.16368667,1.254587993
405,0,26,17,3,1,0,-1.16368667,0
405,1,9,17,3,3,0,1.16368667,0
405,1,16,7,3,3,-1.244033379,0,0
405,1,8,16,3,3,0,1.16368667,0
405,0,27,17,3,1,1.244033379,1.16368667,1.254587993
405,1,14,23,2,1,1.244033379,1.16368667,0
405,1,15,22,2,1,0,1.16368667,1.254587993
405,0,20,11,1,1,-1.244033379,0,-1.254587993
405,1,27,8,3,2,2.488066758,2.327373341,2.509175985
405,1,5,22,2,2,0,1.16368667,1.254587993
405,1,9,26,3,2,0,0,0
405,0,18,9,3,3,1.244033379,-1.16368667,-1.254587993
405,0,12,1,1,3,-1.244033379,2.327373341,-1.254587993
405,1,21,2,1,2,0,2.327373341,1.254587993
405,1,7,17,3,3,0,0,1.254587993
405,0,3,21,1,2,0,1.16368667,2.509175985
405,1,7,27,3,2,1.244033379,1.16368667,2.509175985
405,0,21,1,1,2,-1.244033379,2.327373341,1.254587993
405,1,1,20,1,2,-1.244033379,2.327373341,-1.254587993
405,1,11,1,1,3,0,2.327373341,0
405,1,24,6,2,2,NaN,1.16368667,2.509175985
405,1,19,2,1,2,-1.244033379,NaN,0
405,0,19,3,1,2,-1.244033379,NaN,1.254587993
405,1,10,20,1,1,0,0,1.254587993
405,0,23,5,2,2,0,1.16368667,0
405,0,25,9,3,2,1.244033379,2.327373341,1.254587993
405,1,19,10,1,1,-1.244033379,NaN,2.509175985
405,1,2,11,1,3,1.244033379,2.327373341,0
405,0,2,10,1,3,0,2.327373341,-2.509175985
405,1,16,9,3,3,-1.244033379,1.16368667,-1.254587993
405,1,4,24,2,2,NaN,2.327373341,1.254587993
405,0,19,11,1,1,-2.488066758,NaN,0
405,1,4,15,2,3,0,0,-1.254587993
405,0,1,10,1,3,-1.244033379,2.327373341,-2.509175985
405,1,13,23,2,1,0,1.16368667,0
405,1,26,18,3,1,-1.244033379,1.16368667,1.254587993
405,1,20,2,1,2,0,2.327373341,-1.254587993
405,0,19,12,1,1,-1.244033379,NaN,1.254587993
405,0,5,24,2,2,NaN,2.327373341,2.509175985
405,0,17,25,3,1,1.244033379,1.16368667,1.254587993
405,1,13,22,2,1,0,1.16368667,1.254587993
405,0,12,21,1,1,0,0,2.509175985
405,1,17,8,3,3,1.244033379,1.16368667,1.254587993
405,0,26,16,3,1,1.244033379,-1.16368667,1.254587993
405,0,13,24,2,1,NaN,2.327373341,2.509175985
405,0,8,18,3,3,2.488066758,-1.16368667,0
405,1,6,23,2,2,0,0,0
405,0,3,10,1,3,0,1.16368667,-1.254587993
405,1,12,2,1,3,0,2.327373341,-1.254587993
405,1,27,18,3,1,0,3.491060011,2.509175985
405,1,25,8,3,2,2.488066758,2.327373341,2.509175985
405,0,3,12,1,3,0,1.16368667,0
405,1,15,6,2,3,0,-1.16368667,0
405,0,5,15,2,3,0,0,0
405,1,18,7,3,3,1.244033379,-2.327373341,0
405,1,13,5,2,3,0,0,0
405,0,4,14,2,3,-1.244033379,0,-1.254587993
405,0,3,11,1,3,1.244033379,1.16368667,1.254587993
405,1,7,26,3,2,0,-1.16368667,1.254587993
405,1,23,15,2,1,0,1.16368667,0
405,0,18,25,3,1,0,3.491060011,2.509175985
405,1,26,8,3,2,1.244033379,0,1.254587993
405,1,7,25,3,2,1.244033379,1.16368667,2.509175985
405,1,21,10,1,1,0,0,3.763763978
405,0,19,1,1,2,-2.488066758,NaN,0
406,0,6,22,2,2,NaN,-1.718879127,-1.180193689
406,0,15,24,2,1,-0.907002071,0,0
406,1,9,25,3,2,0,1.718879127,1.180193689
406,0,22,13,2,1,0.907002071,0,-1.180193689
406,0,27,8,3,2,0,0,1.180193689
406,0,24,5,2,2,0,0,0
406,1,3,12,1,3,1.814004142,0,3.540581066
406,0,13,4,2,3,-0.907002071,0,1.180193689
406,0,17,7,3,3,-0.907002071,0,1.180193689
406,1,22,14,2,1,1.814004142,-1.718879127,-1.180193689
406,1,20,2,1,2,NaN,-1.718879127,-3.540581066
406,0,17,27,3,1,0,-1.718879127,0
406,1,9,16,3,3,0.907002071,0,1.180193689
406,0,20,1,1,2,2.721006213,-3.437758255,-1.180193689
406,1,6,23,2,2,NaN,0,0
406,1,1,19,1,2,2.721006213,-1.718879127,0
406,1,16,8,3,3,1.814004142,0,1.180193689
406,1,26,18,3,1,NaN,0,-2.360387377
406,1,26,7,3,2,NaN,0,0
406,0,14,6,2,3,NaN,0,0
406,0,12,1,1,3,2.721006213,-1.718879127,2.360387377
406,1,13,23,2,1,0.907002071,1.718879127,0
406,1,25,17,3,1,0.907002071,0,0
406,1,18,7,3,3,-0.907002071,0,2.360387377
406,0,27,16,3,1,-1.814004142,0,0
406,0,11,2,1,3,NaN,-1.718879127,-2.360387377
406,0,27,9,3,2,-0.907002071,0,1.180193689
406,0,12,21,1,1,-1.814004142,-1.718879127,-2.360387377
406,0,5,15,2,3,0.907002071,0,0
406,0,3,19,1,2,1.814004142,0,1.180193689
406,1,11,19,1,1,1.814004142,1.718879127,0
406,1,26,9,3,2,NaN,1.718879127,0
406,0,27,7,3,2,-0.907002071,-1.718879127,1.180193689
406,1,15,23,2,1,0.907002071,1.718879127,1.180193689
406,0,24,13,2,1,-0.907002071,0,-1.180193689
406,1,13,6,2,3,NaN,-1.718879127,0
406,1,10,21,1,1,-0.907002071,NaN,0
406,0,10,19,1,1,0.907002071,NaN,0
406,1,23,14,2,1,1.814004142,0,0
406,1,23,4,2,2,0,1.718879127,1.180193689
406,1,21,11,1,1,0,0,0
406,0,9,17,3,3,-0.907002071,1.718879127,1.180193689
406,1,21,3,1,2,0,-1.718879127,1.180193689
406,1,25,18,3,1,0.907002071,0,-1.180193689
406,0,10,2,1,3,NaN,NaN,-2.360387377
406,0,2,19,1,2,NaN,0,-2.360387377
406,1,3,20,1,2,1.814004142,-1.718879127,0
406,1,15,22,2,1,0.907002071,0,0
406,0,6,24,2,2,NaN,-1.718879127,-1.180193689
406,1,5,23,2,2,1.814004142,1.718879127,1.180193689
406,1,22,4,2,2,0,0,0
406,1,20,11,1,1,1.814004142,0,-1.180193689
406,1,24,14,2,1,0,-1.718879127,-1.180193689
406,0,5,14,2,3,0,1.718879127,1.180193689
406,0,1,11,1,3,0.907002071,-3.437758255,0
406,0,2,21,1,2,NaN,-1.718879127,-2.360387377
406,1,1,10,1,3,1.814004142,NaN,0
406,0,18,9,3,3,-0.907002071,1.718879127,2.360387377
406,1,4,24,2,2,-1.814004142,0,0
406,0,16,7,3,3,0.907002071,-1.718879127,1.180193689
406,1,17,26,3,1,NaN,0,-1.180193689
406,1,5,13,2,3,0.907002071,0,1.180193689
406,0,3,11,1,3,0,-1.718879127,1.180193689
406,1,6,15,2,3,NaN,-1.718879127,-1.180193689
406,0,15,4,2,3,-0.907002071,0,0
406,0,18,27,3,1,0,-1.718879127,-1.180193689
406,1,16,26,3,1,NaN,1.718879127,-1.180193689
406,1,8,18,3,3,0,1.718879127,2.360387377
406,0,5,22,2,2,1.814004142,0,0
406,1,25,8,3,2,0.907002071,1.718879127,1.180193689
406,1,25,7,3,2,0,0,1.180193689
406,0,20,10,1,1,0.907002071,NaN,-1.180193689
406,1,3,10,1,3,0.907002071,NaN,1.180193689
406,1,26,8,3,2,NaN,1.718879127,0
406,1,12,20,1,1,0,-1.718879127,-3.540581066
406,0,19,12,1,1,0,0,-2.360387377
406,1,16,25,3,1,-0.907002071,1.718879127,0
406,0,14,4,2,3,-1.814004142,1.718879127,1.180193689
406,1,21,1,1,2,0.907002071,-3.437758255,0
406,1,12,2,1,3,NaN,0,0
406,0,17,8,3,3,0,1.718879127,1.180193689
406,0,27,9,3,2,-0.907002071,0,1.180193689
406,1,6,13,2,3,NaN,-1.718879127,0
406,0,11,1,1,3,0.907002071,-3.437758255,0
406,0,19,10,1,1,0.907002071,NaN,0
406,1,10,2,1,3,NaN,NaN,-2.360387377
406,1,23,5,2,2,1.814004142,1.718879127,1.180193689
406,1,2,12,1,3,NaN,0,0
406,0,24,4,2,2,-1.814004142,0,0
406,1,2,21,1,2,NaN,-1.718879127,-2.360387377
406,1,17,26,3,1,NaN,0,-1.180193689
406,0,7,18,3,3,-0.907002071,0,2.360387377
406,1,22,5,2,2,1.814004142,0,0
406,1,19,11,1,1,1.814004142,1.718879127,0
406,1,25,18,3,1,0.907002071,0,-1.180193689
406,0,19,2,1,2,NaN,0,-2.360387377
406,1,13,5,2,3,0.907002071,0,1.180193689
406,0,15,6,2,3,NaN,-1.718879127,-1.180193689
406,0,16,7,3,3,0.907002071,-1.718879127,1.180193689
406,0,7,17,3,3,-0.907002071,0,1.180193689
406,1,13,23,2,1,0.907002071,1.718879127,0
406,0,12,20,1,1,0,-1.718879127,-3.540581066
406,0,11,2,1,3,NaN,-1.718879127,-2.360387377
406,1,23,4,2,2,0,1.718879127,1.180193689
406,0,27,7,3,2,-0.907002071,-1.718879127,1.180193689
406,1,17,8,3,3,0,1.718879127,1.180193689
406,1,9,25,3,2,0,1.718879127,1.180193689
406,0,8,27,3,2,0,0,1.180193689
406,1,10,21,1,1,-0.907002071,NaN,0
406,0,18,27,3,1,0,-1.718879127,-1.180193689
406,1,8,16,3,3,1.814004142,0,1.180193689
406,0,22,4,2,2,0,0,0
406,1,5,24,2,2,0,0,0
406,0,12,1,1,3,2.721006213,-1.718879127,2.360387377
406,0,5,15,2,3,0.907002071,0,0
406,1,3,21,1,2,0,-1.718879127,1.180193689
406,0,23,6,2,2,NaN,0,0
406,0,7,26,3,2,NaN,0,0
406,1,20,1,1,2,2.721006213,-3.437758255,-1.180193689
406,1,8,18,3,3,0,1.718879127,2.360387377
406,0,21,12,1,1,-1.814004142,-1.718879127,-2.360387377
406,0,20,10,1,1,0.907002071,NaN,-1.180193689
406,0,5,14,2,3,0,1.718879127,1.180193689
406,0,1,21,1,2,0.907002071,-3.437758255,0
406,0,19,1,1,2,2.721006213,-1.718879127,0
406,1,3,20,1,2,1.814004142,-1.718879127,0
406,0,13,24,2,1,-0.907002071,0,-1.180193689
406,0,6,24,2,2,NaN,-1.718879127,-1.180193689
406,1,22,13,2,1,0.907002071,0,-1.180193689
406,1,10,1,1,3,1.814004142,NaN,0
406,0,4,13,2,3,-0.907002071,0,1.180193689
406,0,27,16,3,1,-1.814004142,0,0
406,1,14,22,2,1,1.814004142,-1.718879127,-1.180193689
406,0,11,21,1,1,0,0,0
406,0,17,27,3,1,0,-1.718879127,0
406,0,16,9,3,3,0.907002071,0,1.180193689
406,1,26,9,3,2,NaN,1.718879127,0
406,1,18,26,3,1,NaN,0,-2.360387377
406,1,15,4,2,3,-0.907002071,0,0
406,1,18,9,3,3,-0.907002071,1.718879127,2.360387377
406,0,6,22,2,2,NaN,-1.718879127,-1.180193689
406,1,2,20,1,2,NaN,-1.718879127,-3.540581066
406,1,24,14,2,1,0,-1.718879127,-1.180193689
406,1,12,3,1,3,1.814004142,0,3.540581066
406,0,19,12,1,1,0,0,-2.360387377
406,1,4,14,2,3,-1.814004142,1.718879127,1.180193689
406,1,16,25,3,1,-0.907002071,1.718879127,0
406,1,8,26,3,2,NaN,1.718879127,0
406,1,3,19,1,2,1.814004142,0,1.180193689
406,1,15,24,2,1,-0.907002071,0,0
406,1,25,17,3,1,0.907002071,0,0
406,1,11,20,1,1,1.814004142,0,-1.180193689
406,0,6,14,2,3,NaN,0,0
406,1,8,25,3,2,0.907002071,1.718879127,1.180193689
406,0,15,22,2,1,0.907002071,0,0
406,1,10,3,1,3,0.907002071,NaN,1.180193689
406,1,15,23,2,1,0.907002071,1.718879127,1.180193689
406,1,3,11,1,3,0,-1.718879127,1.180193689
406,1,7,25,3,2,0,0,1.180193689
406,1,14,23,2,1,1.814004142,0,0
406,1,9,17,3,3,-0.907002071,1.718879127,1.180193689
406,0,26,16,3,1,NaN,1.718879127,-1.180193689
407,1,23,15,2,1,-1.309307341,0,-1.254587993
407,1,11,21,1,1,NaN,1.554463534,0
407,0,5,22,2,2,0,1.554463534,0
407,0,27,16,3,1,1.309307341,0,0
407,1,19,1,1,2,0,0,0
407,1,7,26,3,2,1.309307341,1.554463534,2.509175985
407,1,11,19,1,1,1.309307341,0,-1.254587993
407,0,3,12,1,3,1.309307341,NaN,-2.509175985
407,1,14,23,2,1,-1.309307341,1.554463534,0
407,1,15,22,2,1,0,0,-1.254587993
407,1,16,25,3,1,0,0,0
407,1,10,21,1,1,NaN,1.554463534,0
407,0,27,8,3,2,1.309307341,-1.554463534,2.509175985
407,1,13,24,2,1,0,0,-1.254587993
407,1,24,5,2,2,0,1.554463534,0
407,0,1,11,1,3,-1.309307341,0,1.254587993
407,0,11,3,1,3,-1.309307341,NaN,0
407,0,5,23,2,2,-1.309307341,1.554463534,0
407,1,21,1,1,2,NaN,1.554463534,1.254587993
407,1,24,4,2,2,NaN,0,-1.254587993
407,0,22,13,2,1,0,0,-1.254587993
407,0,8,26,3,2,0,-1.554463534,2.509175985
407,0,17,8,3,3,-1.309307341,0,1.254587993
407,0,19,10,1,1,0,0,-1.254587993
407,1,4,15,2,3,NaN,0,0
407,0,13,5,2,3,0,1.554463534,1.254587993
407,0,6,13,2,3,0,1.554463534,0
407,1,4,14,2,3,NaN,-1.554463534,-1.254587993
407,0,7,17,3,3,0,3.108927067,1.254587993
407,0,18,9,3,3,2.618614683,0,2.509175985
407,0,6,22,2,2,0,1.554463534,-1.254587993
407,0,16,7,3,3,1.309307341,1.554463534,2.509175985
407,0,20,12,1,1,-2.618614683,-1.554463534,2.509175985
407,1,2,10,1,3,0,0,2.509175985
407,1,25,18,3,1,-1.309307341,0,-1.254587993
407,0,14,5,2,3,0,0,0
407,1,1,20,1,2,-1.309307341,1.554463534,1.254587993
407,0,13,23,2,1,-1.309307341,0,-1.254587993
407,1,9,25,3,2,1.309307341,0,1.254587993
407,0,6,15,2,3,0,1.554463534,0
407,1,13,4,2,3,NaN,0,0
407,0,7,18,3,3,2.618614683,1.554463534,3.763763978
407,0,19,2,1,2,0,0,1.254587993
407,0,4,23,2,2,NaN,0,-1.254587993
407,0,19,3,1,2,0,NaN,-1.254587993
407,1,17,25,3,1,1.309307341,-1.554463534,1.254587993
407,0,21,3,1,2,NaN,NaN,0
407,1,14,24,2,1,0,1.554463534,0
407,1,14,6,2,3,0,0,-1.254587993
407,0,19,12,1,1,-1.309307341,-3.108927067,1.254587993
407,1,20,3,1,2,-1.309307341,NaN,0
407,0,16,26,3,1,0,0,0
407,1,8,25,3,2,0,-1.554463534,2.509175985
407,0,6,23,2,2,-1.309307341,1.554463534,-1.254587993
407,1,15,24,2,1,0,0,-1.254587993
407,1,22,4,2,2,NaN,0,-1.254587993
407,0,27,7,3,2,2.618614683,1.554463534,2.509175985
407,0,27,18,3,1,0,0,-1.254587993
407,1,6,24,2,2,0,1.554463534,-1.254587993
407,0,18,8,3,3,1.309307341,-1.554463534,3.763763978
407,0,20,10,1,1,-1.309307341,1.554463534,0
407,0,17,9,3,3,0,1.554463534,0
407,0,15,5,2,3,0,1.554463534,1.254587993
407,0,11,2,1,3,-1.309307341,0,2.509175985
407,1,26,18,3,1,-1.309307341,0,-1.254587993
407,1,25,7,3,2,1.309307341,1.554463534,2.509175985
407,1,1,12,1,3,1.309307341,3.108927067,-1.254587993
407,1,26,9,3,2,1.309307341,0,1.254587993
407,0,12,2,1,3,1.309307341,3.108927067,0
407,1,20,2,1,2,-1.309307341,1.554463534,2.509175985
407,0,12,21,1,1,NaN,-1.554463534,2.509175985
407,1,27,17,3,1,2.618614683,-1.554463534,1.254587993
407,1,9,27,3,2,2.618614683,0,1.254587993
407,0,14,22,2,1,0,1.554463534,0
407,1,9,16,3,3,1.309307341,0,1.254587993
407,1,11,20,1,1,0,1.554463534,0
407,1,26,17,3,1,1.309307341,-1.554463534,1.254587993
407,1,10,1,1,3,0,0,1.254587993
407,1,2,21,1,2,NaN,1.554463534,2.509175985
407,0,16,8,3,3,0,-1.554463534,2.509175985
407,0,3,10,1,3,0,NaN,0
407,0,11,2,1,3,-1.309307341,0,2.509175985
407,1,2,20,1,2,-1.309307341,1.554463534,2.509175985
407,1,10,1,1,3,0,0,1.254587993
407,1,7,25,3,2,1.309307341,1.554463534,2.509175985
407,1,9,27,3,2,2.618614683,0,1.254587993
407,0,8,25,3,2,0,-1.554463534,2.509175985
