subID,Outcome,itemL,itemR,value,compar,D_vas1,D_vas2,D_vas3
401,0,13,24,2,1,0,0,0
401,0,7,18,3,3,0,0,0
401,0,21,1,1,2,-1.23091491,0,2.159734203
401,1,7,26,3,2,1.23091491,1.821078398,0
401,1,19,12,1,1,2.46182982,0,2.159734203
401,1,8,18,3,3,0,-2.731617597,-1.079867101
401,0,25,16,3,1,NaN,0.910539199,2.159734203
401,1,8,16,3,3,NaN,-0.910539199,0
401,0,19,11,1,1,0,NaN,2.159734203
401,1,3,12,1,3,-1.23091491,1.821078398,-1.079867101
401,1,22,6,2,2,NaN,1.821078398,0
401,0,2,21,1,2,-1.23091491,1.821078398,2.159734203
401,0,22,4,2,2,-1.23091491,1.821078398,0
401,1,22,14,2,1,0,0,0
401,1,5,23,2,2,1.23091491,0.910539199,1.079867101
401,1,3,10,1,3,0,1.821078398,1.079867101
401,0,10,20,1,1,0,0,-2.159734203
401,1,19,1,1,2,0,0,2.159734203
401,0,23,13,2,1,-1.23091491,-0.910539199,1.079867101
401,0,8,17,3,3,0,-2.731617597,1.079867101
401,1,16,26,3,1,NaN,0,-1.079867101
401,0,17,27,3,1,0,2.731617597,-2.159734203
401,0,15,23,2,1,0,-0.910539199,-1.079867101
401,0,4,14,2,3,-1.23091491,1.821078398,0
401,0,11,1,1,3,0,NaN,0
401,1,27,8,3,2,0,0,-1.079867101
401,1,18,9,3,3,0,0,0
401,0,15,24,2,1,1.23091491,0,-2.159734203
401,1,10,2,1,3,-1.23091491,1.821078398,2.159734203
401,0,13,22,2,1,-1.23091491,0,0
401,0,24,13,2,1,0,0,0
401,1,22,5,2,2,1.23091491,1.821078398,0
401,0,20,11,1,1,-1.23091491,NaN,0
401,1,13,6,2,3,NaN,1.821078398,0
401,0,18,27,3,1,0,2.731617597,0
401,1,4,13,2,3,0,1.821078398,0
401,1,9,25,3,2,0,2.731617597,3.239601304
401,1,14,22,2,1,0,0,0
401,0,1,20,1,2,-1.23091491,0,0
401,0,4,23,2,2,-1.23091491,0.910539199,1.079867101
401,0,17,7,3,3,0,0,2.159734203
401,1,20,3,1,2,0,1.821078398,-1.079867101
401,0,1,19,1,2,0,0,2.159734203
401,1,6,14,2,3,NaN,1.821078398,0
401,1,24,6,2,2,NaN,1.821078398,0
401,1,14,5,2,3,1.23091491,1.821078398,0
401,0,9,27,3,2,0,2.731617597,0
401,1,19,11,1,1,0,NaN,2.159734203
401,0,12,2,1,3,-2.46182982,1.821078398,0
401,1,15,4,2,3,-1.23091491,1.821078398,2.159734203
401,1,23,5,2,2,1.23091491,0.910539199,1.079867101
401,0,16,25,3,1,NaN,0.910539199,2.159734203
401,0,1,11,1,3,0,NaN,0
401,1,17,8,3,3,0,-2.731617597,1.079867101
401,1,9,26,3,2,1.23091491,1.821078398,0
401,0,3,21,1,2,0,1.821078398,1.079867101
401,1,18,26,3,1,1.23091491,1.821078398,0
401,0,2,20,1,2,-1.23091491,1.821078398,0
401,0,5,13,2,3,2.46182982,1.821078398,0
401,0,6,23,2,2,NaN,0.910539199,1.079867101
401,1,9,17,3,3,0,0,2.159734203
401,1,6,15,2,3,NaN,1.821078398,2.159734203
401,0,2,21,1,2,-1.23091491,1.821078398,2.159734203
401,0,16,27,3,1,NaN,0.910539199,-1.079867101
401,0,26,16,3,1,NaN,0,-1.079867101
401,1,12,3,1,3,-1.23091491,1.821078398,-1.079867101
401,1,17,26,3,1,1.23091491,1.821078398,-2.159734203
401,0,11,21,1,1,-1.23091491,NaN,2.159734203
401,0,1,12,1,3,-2.46182982,0,0
401,0,13,23,2,1,-1.23091491,-0.910539199,1.079867101
401,1,16,7,3,3,NaN,1.821078398,1.079867101
401,0,2,19,1,2,0,1.821078398,2.159734203
401,0,25,7,3,2,0,2.731617597,3.239601304
401,1,3,11,1,3,1.23091491,NaN,-1.079867101
401,1,10,3,1,3,0,1.821078398,1.079867101
401,0,10,21,1,1,0,0,0
401,1,8,26,3,2,1.23091491,-0.910539199,-1.079867101
401,0,24,4,2,2,0,1.821078398,0
401,1,16,9,3,3,NaN,1.821078398,1.079867101
401,1,19,12,1,1,2.46182982,0,2.159734203
401,0,17,27,3,1,0,2.731617597,-2.159734203
401,1,10,1,1,3,-1.23091491,0,2.159734203
401,1,4,22,2,2,-1.23091491,1.821078398,0
401,0,12,21,1,1,1.23091491,0,2.159734203
401,1,17,25,3,1,0,2.731617597,1.079867101
401,0,27,8,3,2,0,0,-1.079867101
401,0,22,15,2,1,0,0,-2.159734203
401,0,11,2,1,3,0,NaN,0
401,1,22,6,2,2,NaN,1.821078398,0
401,0,26,7,3,2,1.23091491,1.821078398,0
401,1,19,3,1,2,1.23091491,1.821078398,1.079867101
401,0,14,23,2,1,0,-0.910539199,1.079867101
401,1,8,25,3,2,0,0,2.159734203
401,0,8,16,3,3,NaN,-0.910539199,0
401,0,4,14,2,3,-1.23091491,1.821078398,0
401,0,23,15,2,1,0,-0.910539199,-1.079867101
401,0,21,1,1,2,-1.23091491,0,2.159734203
401,0,10,20,1,1,0,0,-2.159734203
401,1,24,5,2,2,2.46182982,1.821078398,0
401,0,18,8,3,3,0,-2.731617597,-1.079867101
401,0,27,7,3,2,0,2.731617597,0
401,0,18,7,3,3,0,0,0
401,0,12,20,1,1,1.23091491,0,0
401,1,25,18,3,1,0,2.731617597,3.239601304
401,1,24,14,2,1,1.23091491,0,0
401,0,19,10,1,1,1.23091491,0,0
401,1,5,15,2,3,1.23091491,1.821078398,2.159734203
402,0,16,9,3,3,-0.942325921,2.716072381,1.069262585
402,0,4,14,2,3,0,0.90535746,1.069262585
402,1,18,27,3,1,0,-1.810714921,-1.069262585
402,1,18,26,3,1,0.942325921,0,-3.207787755
402,0,4,24,2,2,0,1.810714921,2.13852517
402,0,23,14,2,1,-0.942325921,-0.90535746,-2.13852517
402,1,25,16,3,1,1.884651843,-2.716072381,-2.13852517
402,1,6,24,2,2,NaN,0,3.207787755
402,0,7,27,3,2,0,-1.810714921,1.069262585
402,1,19,2,1,2,0,0,-1.069262585
402,1,17,25,3,1,0.942325921,-1.810714921,1.069262585
402,0,21,1,1,2,-0.942325921,-1.810714921,0
402,1,5,22,2,2,-0.942325921,-0.90535746,1.069262585
402,0,10,1,1,3,-0.942325921,-2.716072381,1.069262585
402,0,10,20,1,1,0.942325921,1.810714921,-1.069262585
402,1,3,10,1,3,1.884651843,-1.810714921,0
402,1,9,25,3,2,0.942325921,0,-1.069262585
402,0,8,17,3,3,-0.942325921,NaN,-2.13852517
402,1,11,2,1,3,-0.942325921,0,0
402,0,16,8,3,3,-1.884651843,NaN,1.069262585
402,0,3,12,1,3,2.826977764,0,0
402,0,18,7,3,3,0,0,2.13852517
402,0,20,2,1,2,0,-0.90535746,-1.069262585
402,0,20,12,1,1,0,0,-1.069262585
402,0,21,10,1,1,0,0.90535746,-1.069262585
402,1,3,19,1,2,2.826977764,0.90535746,-1.069262585
402,0,27,9,3,2,-0.942325921,0,0
402,0,18,9,3,3,-0.942325921,1.810714921,1.069262585
402,0,8,26,3,2,-0.942325921,NaN,-2.13852517
402,1,25,18,3,1,1.884651843,-1.810714921,-2.13852517
402,0,23,15,2,1,0,0,-1.069262585
402,1,11,3,1,3,1.884651843,0.90535746,0
402,0,16,7,3,3,0,0.90535746,2.13852517
402,0,19,1,1,2,0,0,0
402,0,9,17,3,3,0,1.810714921,-2.13852517
402,1,15,24,2,1,0.942325921,1.810714921,2.13852517
402,0,12,1,1,3,0,-0.90535746,1.069262585
402,1,24,14,2,1,0,0.90535746,1.069262585
402,0,11,21,1,1,0,-1.810714921,-1.069262585
402,1,15,22,2,1,0.942325921,0.90535746,1.069262585
402,1,24,5,2,2,-0.942325921,0,2.13852517
402,1,19,12,1,1,0,0.90535746,-1.069262585
402,0,1,20,1,2,0,-0.90535746,0
402,0,26,16,3,1,0.942325921,-0.90535746,-3.207787755
402,0,6,23,2,2,NaN,-1.810714921,0
402,0,12,21,1,1,-0.942325921,-0.90535746,-1.069262585
402,0,5,13,2,3,-1.884651843,-0.90535746,2.13852517
402,0,17,7,3,3,0.942325921,0,-1.069262585
402,0,13,22,2,1,0.942325921,0,-1.069262585
402,0,26,17,3,1,0,0,0
402,0,2,10,1,3,-0.942325921,-2.716072381,0
402,0,17,27,3,1,-0.942325921,-1.810714921,2.13852517
402,0,15,5,2,3,-1.884651843,-1.810714921,0
402,1,25,8,3,2,0,NaN,-1.069262585
402,0,22,4,2,2,0,0.90535746,1.069262585
402,0,3,21,1,2,1.884651843,-0.90535746,-1.069262585
402,1,6,14,2,3,NaN,-0.90535746,2.13852517
402,1,8,27,3,2,-1.884651843,NaN,0
402,0,4,15,2,3,-0.942325921,0,0
402,0,26,9,3,2,0,1.810714921,-2.13852517
402,0,23,5,2,2,-1.884651843,-1.810714921,-1.069262585
402,0,21,2,1,2,-0.942325921,-1.810714921,-1.069262585
402,1,7,25,3,2,1.884651843,-1.810714921,0
402,0,22,14,2,1,0,0,0
402,1,24,13,2,1,0.942325921,0.90535746,0
402,0,2,12,1,3,0,-0.90535746,0
402,0,23,4,2,2,-0.942325921,0,-1.069262585
402,0,5,14,2,3,-0.942325921,-0.90535746,1.069262585
402,0,23,13,2,1,0,-0.90535746,-3.207787755
402,1,11,19,1,1,0.942325921,0,-1.069262585
402,1,6,22,2,2,NaN,-0.90535746,2.13852517
402,0,15,6,2,3,NaN,-1.810714921,1.069262585
402,0,11,20,1,1,0.942325921,-0.90535746,-1.069262585
402,0,8,18,3,3,-1.884651843,NaN,1.069262585
402,1,6,13,2,3,NaN,-0.90535746,3.207787755
402,0,13,4,2,3,-0.942325921,0.90535746,2.13852517
402,1,16,27,3,1,0,-2.716072381,-1.069262585
402,0,7,26,3,2,0.942325921,0,-1.069262585
402,0,1,11,1,3,-0.942325921,0,1.069262585
402,1,10,19,1,1,0.942325921,2.716072381,-1.069262585
402,1,20,3,1,2,2.826977764,0,-1.069262585
402,1,21,3,1,2,1.884651843,-0.90535746,-1.069262585
402,0,19,12,1,1,0,0.90535746,-1.069262585
402,0,7,18,3,3,0,0,2.13852517
402,0,16,7,3,3,0,0.90535746,2.13852517
402,1,15,5,2,3,-1.884651843,-1.810714921,0
402,0,8,27,3,2,-1.884651843,NaN,0
402,0,11,19,1,1,0.942325921,0,-1.069262585
402,0,26,17,3,1,0,0,0
402,0,26,8,3,2,-0.942325921,NaN,-2.13852517
402,0,21,12,1,1,-0.942325921,-0.90535746,-1.069262585
402,0,9,16,3,3,-0.942325921,2.716072381,1.069262585
402,1,15,6,2,3,NaN,-1.810714921,1.069262585
402,1,1,19,1,2,0,0,0
402,0,21,1,1,2,-0.942325921,-1.810714921,0
402,0,10,20,1,1,0.942325921,1.810714921,-1.069262585
402,0,14,4,2,3,0,0.90535746,1.069262585
402,0,10,21,1,1,0,0.90535746,-1.069262585
402,1,9,27,3,2,-0.942325921,0,0
402,0,4,13,2,3,-0.942325921,0.90535746,2.13852517
402,0,13,5,2,3,-1.884651843,-0.90535746,2.13852517
402,0,15,23,2,1,0,0,-1.069262585
402,1,25,9,3,2,0.942325921,0,-1.069262585
402,0,6,24,2,2,NaN,0,3.207787755
402,1,14,24,2,1,0,0.90535746,1.069262585
402,1,16,25,3,1,1.884651843,-2.716072381,-2.13852517
402,0,22,4,2,2,0,0.90535746,1.069262585
402,0,21,11,1,1,0,-1.810714921,-1.069262585
402,1,25,17,3,1,0.942325921,-1.810714921,1.069262585
402,0,14,23,2,1,-0.942325921,-0.90535746,-2.13852517
402,0,5,22,2,2,-0.942325921,-0.90535746,1.069262585
402,0,17,7,3,3,0.942325921,0,-1.069262585
402,0,4,24,2,2,0,1.810714921,2.13852517
402,0,23,4,2,2,-0.942325921,0,-1.069262585
402,0,8,17,3,3,-0.942325921,NaN,-2.13852517
402,1,11,3,1,3,1.884651843,0.90535746,0
402,0,8,18,3,3,-1.884651843,NaN,1.069262585
402,1,6,14,2,3,NaN,-0.90535746,2.13852517
402,0,16,8,3,3,-1.884651843,NaN,1.069262585
402,0,10,19,1,1,0.942325921,2.716072381,-1.069262585
402,1,16,27,3,1,0,-2.716072381,-1.069262585
402,0,26,7,3,2,0.942325921,0,-1.069262585
402,0,12,2,1,3,0,-0.90535746,0
402,1,8,25,3,2,0,NaN,-1.069262585
402,0,9,17,3,3,0,1.810714921,-2.13852517
402,0,16,26,3,1,0.942325921,-0.90535746,-3.207787755
402,1,2,10,1,3,-0.942325921,-2.716072381,0
402,0,3,20,1,2,2.826977764,0,-1.069262585
402,0,7,27,3,2,0,-1.810714921,1.069262585
402,0,18,9,3,3,-0.942325921,1.810714921,1.069262585
402,0,22,14,2,1,0,0,0
402,0,12,1,1,3,0,-0.90535746,1.069262585
402,0,11,1,1,3,-0.942325921,0,1.069262585
402,0,15,4,2,3,-0.942325921,0,0
402,1,5,24,2,2,-0.942325921,0,2.13852517
402,1,11,2,1,3,-0.942325921,0,0
402,0,13,23,2,1,0,-0.90535746,-3.207787755
402,1,27,18,3,1,0,-1.810714921,-1.069262585
402,0,26,9,3,2,0,1.810714921,-2.13852517
402,0,2,21,1,2,-0.942325921,-1.810714921,-1.069262585
402,1,18,25,3,1,1.884651843,-1.810714921,-2.13852517
402,0,6,23,2,2,NaN,-1.810714921,0
402,1,15,24,2,1,0.942325921,1.810714921,2.13852517
402,0,10,1,1,3,-0.942325921,-2.716072381,1.069262585
402,1,2,20,1,2,0,-0.90535746,-1.069262585
402,0,12,20,1,1,0,0,-1.069262585
402,1,25,7,3,2,1.884651843,-1.810714921,0
402,0,3,12,1,3,2.826977764,0,0
402,0,6,22,2,2,NaN,-0.90535746,2.13852517
402,0,17,27,3,1,-0.942325921,-1.810714921,2.13852517
402,0,19,2,1,2,0,0,-1.069262585
402,0,5,14,2,3,-0.942325921,-0.90535746,1.069262585
402,0,3,10,1,3,1.884651843,-1.810714921,0
402,0,6,13,2,3,NaN,-0.90535746,3.207787755
402,1,18,26,3,1,0.942325921,0,-3.207787755
402,1,13,24,2,1,0.942325921,0.90535746,0
402,0,3,19,1,2,2.826977764,0.90535746,-1.069262585
402,1,1,20,1,2,0,-0.90535746,0
402,0,11,20,1,1,0.942325921,-0.90535746,-1.069262585
402,1,13,22,2,1,0.942325921,0,-1.069262585
402,1,22,15,2,1,0.942325921,0.90535746,1.069262585
402,0,5,23,2,2,-1.884651843,-1.810714921,-1.069262585
403,0,18,7,3,3,1.023907758,0.903649774,1.044060397
403,0,2,12,1,3,2.047815516,0.903649774,0
403,0,19,1,1,2,NaN,2.710949323,1.044060397
403,1,2,11,1,3,1.023907758,0,-1.044060397
403,1,11,3,1,3,0,0,0
403,1,25,9,3,2,3.071723274,2.710949323,3.13218119
403,1,4,23,2,2,2.047815516,0.903649774,2.088120793
403,0,22,14,2,1,1.023907758,NaN,0
403,1,16,27,3,1,0,0.903649774,2.088120793
403,0,2,19,1,2,2.047815516,1.807299549,-1.044060397
403,0,7,16,3,3,0,0.903649774,-1.044060397
403,1,3,12,1,3,1.023907758,0.903649774,1.044060397
403,0,15,5,2,3,1.023907758,0.903649774,-1.044060397
403,0,9,17,3,3,0,0,0
403,0,15,4,2,3,1.023907758,0,0
403,1,9,26,3,2,1.023907758,2.710949323,0
403,1,6,24,2,2,1.023907758,0.903649774,0
403,1,21,11,1,1,1.023907758,0.903649774,1.044060397
403,0,20,1,1,2,NaN,2.710949323,3.13218119
403,1,20,12,1,1,1.023907758,0.903649774,1.044060397
403,0,16,9,3,3,0,0.903649774,0
403,1,7,26,3,2,1.023907758,2.710949323,-1.044060397
403,0,9,27,3,2,0,1.807299549,2.088120793
403,0,6,15,2,3,1.023907758,0.903649774,-1.044060397
403,1,16,25,3,1,3.071723274,1.807299549,3.13218119
403,1,3,19,1,2,1.023907758,1.807299549,0
403,1,17,25,3,1,3.071723274,2.710949323,3.13218119
403,1,26,17,3,1,1.023907758,2.710949323,0
403,0,2,20,1,2,3.071723274,1.807299549,1.044060397
403,0,4,22,2,2,1.023907758,NaN,1.044060397
403,1,24,5,2,2,1.023907758,0.903649774,0
403,0,24,13,2,1,1.023907758,0.903649774,1.044060397
403,0,1,11,1,3,NaN,0.903649774,1.044060397
403,0,12,1,1,3,NaN,1.807299549,2.088120793
403,0,5,22,2,2,1.023907758,NaN,0
403,1,8,25,3,2,2.047815516,2.710949323,3.13218119
403,0,10,3,1,3,1.023907758,1.807299549,1.044060397
403,1,18,27,3,1,-1.023907758,0.903649774,0
403,0,5,14,2,3,0,0.903649774,0
403,1,12,19,1,1,0,0.903649774,-1.044060397
403,0,21,1,1,2,NaN,1.807299549,2.088120793
403,1,26,16,3,1,1.023907758,1.807299549,0
403,0,3,20,1,2,2.047815516,1.807299549,2.088120793
403,1,14,24,2,1,1.023907758,0,0
403,0,14,6,2,3,0,0.903649774,0
403,1,21,12,1,1,0,0,0
403,0,22,15,2,1,0,NaN,1.044060397
403,1,15,24,2,1,0,0,1.044060397
403,1,6,13,2,3,0,0,-1.044060397
403,0,10,19,1,1,0,0,-1.044060397
403,0,6,22,2,2,1.023907758,NaN,0
403,0,1,10,1,3,NaN,2.710949323,2.088120793
403,1,18,25,3,1,2.047815516,1.807299549,1.044060397
403,0,7,17,3,3,0,0,-1.044060397
403,1,5,13,2,3,0,0,-1.044060397
403,1,11,19,1,1,1.023907758,1.807299549,0
403,0,8,18,3,3,0,0.903649774,2.088120793
403,0,26,8,3,2,0,2.710949323,0
403,1,14,23,2,1,2.047815516,0.903649774,1.044060397
403,1,13,22,2,1,1.023907758,NaN,1.044060397
403,0,20,10,1,1,1.023907758,0,1.044060397
403,1,10,21,1,1,0,-0.903649774,0
403,1,18,26,3,1,0,1.807299549,-2.088120793
403,0,18,9,3,3,1.023907758,0.903649774,2.088120793
403,0,25,7,3,2,3.071723274,2.710949323,2.088120793
403,1,6,23,2,2,2.047815516,1.807299549,1.044060397
403,1,4,24,2,2,1.023907758,0,1.044060397
403,1,27,17,3,1,0,1.807299549,2.088120793
403,1,2,10,1,3,2.047815516,1.807299549,0
403,1,21,2,1,2,2.047815516,0.903649774,0
403,0,13,4,2,3,0,-0.903649774,0
403,0,8,17,3,3,-1.023907758,0,0
403,0,16,8,3,3,-1.023907758,0.903649774,0
403,0,4,14,2,3,0,0,1.044060397
403,1,23,13,2,1,2.047815516,1.807299549,2.088120793
403,0,27,8,3,2,-1.023907758,1.807299549,2.088120793
403,1,23,15,2,1,1.023907758,0.903649774,2.088120793
403,0,27,7,3,2,0,1.807299549,1.044060397
403,1,5,23,2,2,2.047815516,1.807299549,1.044060397
403,1,11,20,1,1,2.047815516,1.807299549,2.088120793
403,1,3,21,1,2,1.023907758,0.903649774,1.044060397
403,0,8,25,3,2,2.047815516,2.710949323,3.13218119
403,0,1,10,1,3,NaN,2.710949323,2.088120793
403,0,10,21,1,1,0,-0.903649774,0
403,1,14,23,2,1,2.047815516,0.903649774,1.044060397
403,0,24,15,2,1,0,0,1.044060397
403,1,3,20,1,2,2.047815516,1.807299549,2.088120793
403,0,7,16,3,3,0,0.903649774,-1.044060397
403,1,16,27,3,1,0,0.903649774,2.088120793
403,1,23,4,2,2,2.047815516,0.903649774,2.088120793
403,0,22,4,2,2,1.023907758,NaN,1.044060397
403,1,25,16,3,1,3.071723274,1.807299549,3.13218119
403,0,17,9,3,3,0,0,0
403,0,21,1,1,2,NaN,1.807299549,2.088120793
403,0,19,2,1,2,2.047815516,1.807299549,-1.044060397
403,0,18,9,3,3,1.023907758,0.903649774,2.088120793
403,1,26,18,3,1,0,1.807299549,-2.088120793
403,0,25,7,3,2,3.071723274,2.710949323,2.088120793
403,0,12,19,1,1,0,0.903649774,-1.044060397
403,1,21,11,1,1,1.023907758,0.903649774,1.044060397
403,0,15,4,2,3,1.023907758,0,0
403,1,27,17,3,1,0,1.807299549,2.088120793
403,0,2,11,1,3,1.023907758,0,-1.044060397
403,0,13,24,2,1,1.023907758,0.903649774,1.044060397
403,0,11,20,1,1,2.047815516,1.807299549,2.088120793
403,1,12,20,1,1,1.023907758,0.903649774,1.044060397
403,1,25,18,3,1,2.047815516,1.807299549,1.044060397
403,1,14,24,2,1,1.023907758,0,0
403,1,3,10,1,3,1.023907758,1.807299549,1.044060397
403,0,13,4,2,3,0,-0.903649774,0
403,1,26,9,3,2,1.023907758,2.710949323,0
403,1,3,19,1,2,1.023907758,1.807299549,0
403,1,3,12,1,3,1.023907758,0.903649774,1.044060397
403,0,8,16,3,3,-1.023907758,0.903649774,0
403,1,21,2,1,2,2.047815516,0.903649774,0
403,0,1,20,1,2,NaN,2.710949323,3.13218119
403,0,19,10,1,1,0,0,-1.044060397
403,1,21,3,1,2,1.023907758,0.903649774,1.044060397
403,0,4,14,2,3,0,0,1.044060397
403,0,1,11,1,3,NaN,0.903649774,1.044060397
403,1,25,17,3,1,3.071723274,2.710949323,3.13218119
403,1,14,5,2,3,0,0.903649774,0
403,0,15,6,2,3,1.023907758,0.903649774,-1.044060397
403,1,26,17,3,1,1.023907758,2.710949323,0
403,1,6,23,2,2,2.047815516,1.807299549,1.044060397
403,0,16,9,3,3,0,0.903649774,0
403,0,12,1,1,3,NaN,1.807299549,2.088120793
403,1,26,16,3,1,1.023907758,1.807299549,0
403,1,13,23,2,1,2.047815516,1.807299549,2.088120793
403,0,27,8,3,2,-1.023907758,1.807299549,2.088120793
403,1,15,22,2,1,0,NaN,1.044060397
403,0,26,7,3,2,1.023907758,2.710949323,-1.044060397
403,0,26,8,3,2,0,2.710949323,0
403,0,22,13,2,1,1.023907758,NaN,1.044060397
403,1,19,11,1,1,1.023907758,1.807299549,0
403,1,2,20,1,2,3.071723274,1.807299549,1.044060397
403,0,6,22,2,2,1.023907758,NaN,0
403,0,27,7,3,2,0,1.807299549,1.044060397
403,1,5,15,2,3,1.023907758,0.903649774,-1.044060397
403,1,24,6,2,2,1.023907758,0.903649774,0
403,0,12,2,1,3,2.047815516,0.903649774,0
403,1,22,5,2,2,1.023907758,NaN,0
403,1,2,10,1,3,2.047815516,1.807299549,0
403,1,5,24,2,2,1.023907758,0.903649774,0
403,1,3,11,1,3,0,0,0
403,1,25,9,3,2,3.071723274,2.710949323,3.13218119
403,1,15,23,2,1,1.023907758,0.903649774,2.088120793
403,0,13,6,2,3,0,0,-1.044060397
403,0,18,7,3,3,1.023907758,0.903649774,1.044060397
403,0,14,6,2,3,0,0.903649774,0
403,0,19,1,1,2,NaN,2.710949323,1.044060397
403,0,22,14,2,1,1.023907758,NaN,0
403,1,21,12,1,1,0,0,0
403,0,17,7,3,3,0,0,-1.044060397
403,0,27,9,3,2,0,1.807299549,2.088120793
403,0,24,4,2,2,1.023907758,0,1.044060397
403,0,17,8,3,3,-1.023907758,0,0
403,0,8,18,3,3,0,0.903649774,2.088120793
403,1,13,5,2,3,0,0,-1.044060397
403,0,20,10,1,1,1.023907758,0,1.044060397
403,0,27,18,3,1,-1.023907758,0.903649774,0
403,1,5,23,2,2,2.047815516,1.807299549,1.044060397
404,0,7,27,3,2,1.718879127,NaN,2.617017479
404,0,9,26,3,2,0,2.401922307,2.617017479
404,0,2,12,1,3,1.718879127,-1.200961154,1.30850874
404,1,5,15,2,3,0,0,1.30850874
404,0,20,11,1,1,1.718879127,NaN,2.617017479
404,0,25,17,3,1,NaN,-1.200961154,0
404,1,5,24,2,2,-1.718879127,0,1.30850874
404,1,4,24,2,2,-1.718879127,-1.200961154,1.30850874
404,0,10,1,1,3,-1.718879127,1.200961154,2.617017479
404,1,6,23,2,2,1.718879127,1.200961154,1.30850874
404,1,5,22,2,2,-1.718879127,1.200961154,1.30850874
404,1,2,11,1,3,0,NaN,0
404,0,14,24,2,1,0,0,1.30850874
404,1,12,19,1,1,0,2.401922307,1.30850874
404,0,3,12,1,3,0,0,0
404,1,26,18,3,1,0,2.401922307,2.617017479
404,0,10,19,1,1,1.718879127,0,0
404,0,27,8,3,2,0,NaN,2.617017479
404,0,21,3,1,2,1.718879127,2.401922307,-1.30850874
404,0,23,14,2,1,1.718879127,1.200961154,1.30850874
404,1,11,21,1,1,3.437758255,NaN,0
404,0,21,10,1,1,3.437758255,0,-2.617017479
404,0,18,27,3,1,1.718879127,NaN,2.617017479
404,1,24,6,2,2,0,0,1.30850874
404,0,4,23,2,2,0,0,1.30850874
404,1,25,7,3,2,0,-1.200961154,1.30850874
404,0,16,26,3,1,-1.718879127,1.200961154,1.30850874
404,0,27,9,3,2,1.718879127,NaN,2.617017479
404,0,3,20,1,2,0,2.401922307,1.30850874
404,0,2,21,1,2,3.437758255,1.200961154,0
404,0,18,25,3,1,0,1.200961154,1.30850874
404,0,13,22,2,1,0,0,0
404,1,5,14,2,3,-1.718879127,0,0
404,0,23,15,2,1,0,1.200961154,0
404,0,1,20,1,2,0,1.200961154,2.617017479
404,0,20,2,1,2,1.718879127,1.200961154,2.617017479
404,1,20,10,1,1,1.718879127,0,0
404,0,9,17,3,3,NaN,2.401922307,1.30850874
